sensor4,143291,369965
sensor5,143291,369965
sensor6,143291,369965
sensor7,143291,369965
sensor8,143291,369965
sensor9,143291,369965
sensor10,143291,369965
sensor1,266261,463208
sensor2,266261,463208
sensor3,266261,463208
sensor4,266261,463208
sensor5,266261,463208
sensor6,266261,463208
sensor7,266261,463208
sensor8,266261,463208
sensor9,266261,463208
sensor10,266261,463208
sensor1,222339,283381
sensor2,222339,283381
sensor3,222339,283381
sensor4,222339,283381
sensor5,222339,283381
sensor6,222339,283381
sensor7,222339,283381
sensor8,222339,283381
sensor9,222339,283381
sensor10,222339,283381
sensor1,177396,397782
sensor2,177396,397782
sensor3,177396,397782
sensor4,177396,397782
sensor5,177396,397782
sensor6,177396,397782
sensor7,177396,397782
sensor8,177396,397782
sensor9,177396,397782
sensor10,177396,397782
sensor1,190526,441935
sensor2,190526,441935
sensor3,190526,441935
sensor4,190526,441935
sensor5,190526,441935
sensor6,190526,441935
sensor7,190526,441935
sensor8,190526,441935
sensor9,190526,441935
sensor10,190526,441935
sensor1,124133,299156
sensor2,124133,299156
sensor3,124133,299156
sensor4,124133,299156
sensor5,124133,299156
sensor6,124133,299156
sensor7,124133,299156
sensor8,124133,299156
sensor9,124133,299156
sensor10,124133,299156
sensor1,187836,462592
sensor2,187836,462592
sensor3,187836,462592
sensor4,187836,462592
sensor5,187836,462592
sensor6,187836,462592
sensor7,187836,462592
sensor8,187836,462592
sensor9,187836,462592
sensor10,187836,462592
sensor1,207191,474731
sensor2,207191,474731
sensor3,207191,474731
sensor4,207191,474731
sensor5,207191,474731
sensor6,207191,474731
sensor7,207191,474731
sensor8,207191,474731
sensor9,207191,474731
sensor10,207191,474731
sensor1,179763,285603
sensor2,179763,285603
sensor3,179763,285603
sensor4,179763,285603
sensor5,179763,285603
sensor6,179763,285603
sensor7,179763,285603
sensor8,179763,285603
sensor9,179763,285603
sensor10,179763,285603
sensor1,35490,107761
sensor2,35490,107761
sensor3,35490,107761
sensor4,35490,107761
sensor5,35490,107761
sensor6,35490,107761
sensor7,35490,107761
sensor8,35490,107761
sensor9,35490,107761
sensor10,35490,107761
sensor1,325747,348169
sensor2,325747,348169
sensor3,325747,348169
sensor4,325747,348169
sensor5,325747,348169
sensor6,325747,348169
sensor7,325747,348169
sensor8,325747,348169
sensor9,325747,348169
sensor10,325747,348169
sensor1,30235,447494
sensor2,30235,447494
sensor3,30235,447494
sensor4,30235,447494
sensor5,30235,447494
sensor6,30235,447494
sensor7,30235,447494
sensor8,30235,447494
sensor9,30235,447494
sensor10,30235,447494
sensor1,73747,365735
sensor2,73747,365735
sensor3,73747,365735
sensor4,73747,365735
sensor5,73747,365735
sensor6,73747,365735
sensor7,73747,365735
sensor8,73747,365735
sensor9,73747,365735
sensor10,73747,365735
sensor1,57511,334860
sensor2,57511,334860
sensor3,57511,334860
sensor4,57511,334860
sensor5,57511,334860
sensor6,57511,334860
sensor7,57511,334860
sensor8,57511,334860
sensor9,57511,334860
sensor10,57511,334860
sensor1,23631,78077
sensor2,23631,78077
sensor3,23631,78077
sensor4,23631,78077
sensor5,23631,78077
sensor6,23631,78077
sensor7,23631,78077
sensor8,23631,78077
sensor9,23631,78077
sensor10,23631,78077
sensor1,397667,463551
sensor2,397667,463551
sensor3,397667,463551
sensor4,397667,463551
sensor5,397667,463551
sensor6,397667,463551
sensor7,397667,463551
sensor8,397667,463551
sensor9,397667,463551
sensor10,397667,463551
sensor1,70324,183888
sensor2,70324,183888
sensor3,70324,183888
sensor4,70324,183888
sensor5,70324,183888
sensor6,70324,183888
sensor7,70324,183888
sensor8,70324,183888
sensor9,70324,183888
sensor10,70324,183888
sensor1,1187,113686
sensor2,1187,113686
sensor3,1187,113686
sensor4,1187,113686
sensor5,1187,113686
sensor6,1187,113686
sensor7,1187,113686
sensor8,1187,113686
sensor9,1187,113686
sensor10,1187,113686
sensor1,34927,207254
sensor2,34927,207254
sensor3,34927,207254
sensor4,34927,207254
sensor5,34927,207254
sensor6,34927,207254
sensor7,34927,207254
sensor8,34927,207254
sensor9,34927,207254
sensor10,34927,207254
sensor1,91821,170536
sensor2,91821,170536
sensor3,91821,170536
sensor4,91821,170536
sensor5,91821,170536
sensor6,91821,170536
sensor7,91821,170536
sensor8,91821,170536
sensor9,91821,170536
sensor10,91821,170536
sensor1,66403,249773
sensor2,66403,249773
sensor3,66403,249773
sensor4,66403,249773
sensor5,66403,249773
sensor6,66403,249773
sensor7,66403,249773
sensor8,66403,249773
sensor9,66403,249773
sensor10,66403,249773
sensor1,17938,429921
sensor2,17938,429921
sensor3,17938,429921
sensor4,17938,429921
sensor5,17938,429921
sensor6,17938,429921
sensor7,17938,429921
sensor8,17938,429921
sensor9,17938,429921
sensor10,17938,429921
sensor1,122436,172509
sensor2,122436,172509
sensor3,122436,172509
sensor4,122436,172509
sensor5,122436,172509
sensor6,122436,172509
sensor7,122436,172509
sensor8,122436,172509
sensor9,122436,172509
sensor10,122436,172509
sensor1,36701,494003
sensor2,36701,494003
sensor3,36701,494003
sensor4,36701,494003
sensor5,36701,494003
sensor6,36701,494003
sensor7,36701,494003
sensor8,36701,494003
sensor9,36701,494003
sensor10,36701,494003
sensor1,105173,315592
sensor2,105173,315592
sensor3,105173,315592
sensor4,105173,315592
sensor5,105173,315592
sensor6,105173,315592
sensor7,105173,315592
sensor8,105173,315592
sensor9,105173,315592
sensor10,105173,315592
sensor1,8289,244348
sensor2,8289,244348
sensor3,8289,244348
sensor4,8289,244348
sensor5,8289,244348
sensor6,8289,244348
sensor7,8289,244348
sensor8,8289,244348
sensor9,8289,244348
sensor10,8289,244348
sensor1,122559,253289
sensor2,122559,253289
sensor3,122559,253289
sensor4,122559,253289
sensor5,122559,253289
sensor6,122559,253289
sensor7,122559,253289
sensor8,122559,253289
sensor9,122559,253289
sensor10,122559,253289
sensor1,136152,302136
sensor2,136152,302136
sensor3,136152,302136
sensor4,136152,302136
sensor5,136152,302136
sensor6,136152,302136
sensor7,136152,302136
sensor8,136152,302136
sensor9,136152,302136
sensor10,136152,302136
sensor1,148730,210037
sensor2,148730,210037
sensor3,148730,210037
sensor4,148730,210037
sensor5,148730,210037
sensor6,148730,210037
sensor7,148730,210037
sensor8,148730,210037
sensor9,148730,210037
sensor10,148730,210037
sensor1,407084,467493
sensor2,407084,467493
sensor3,407084,467493
sensor4,407084,467493
sensor5,407084,467493
sensor6,407084,467493
sensor7,407084,467493
sensor8,407084,467493
sensor9,407084,467493
sensor10,407084,467493
sensor1,93701,122541
sensor2,93701,122541
sensor3,93701,122541
sensor4,93701,122541
sensor5,93701,122541
sensor6,93701,122541
sensor7,93701,122541
sensor8,93701,122541
sensor9,93701,122541
sensor10,93701,122541
sensor1,258094,274905
sensor2,258094,274905
sensor3,258094,274905
sensor4,258094,274905
sensor5,258094,274905
sensor6,258094,274905
sensor7,258094,274905
sensor8,258094,274905
sensor9,258094,274905
sensor10,258094,274905
sensor1,234577,477445
sensor2,234577,477445
sensor3,234577,477445
sensor4,234577,477445
sensor5,234577,477445
sensor6,234577,477445
sensor7,234577,477445
sensor8,234577,477445
sensor9,234577,477445
sensor10,234577,477445
sensor1,308189,375377
sensor2,308189,375377
sensor3,308189,375377
sensor4,308189,375377
sensor5,308189,375377
sensor6,308189,375377
sensor7,308189,375377
sensor8,308189,375377
sensor9,308189,375377
sensor10,308189,375377
sensor1,46812,297363
sensor2,46812,297363
sensor3,46812,297363
sensor4,46812,297363
sensor5,46812,297363
sensor6,46812,297363
sensor7,46812,297363
sensor8,46812,297363
sensor9,46812,297363
sensor10,46812,297363
sensor1,209187,422254
sensor2,209187,422254
sensor3,209187,422254
sensor4,209187,422254
sensor5,209187,422254
sensor6,209187,422254
sensor7,209187,422254
sensor8,209187,422254
sensor9,209187,422254
sensor10,209187,422254
sensor1,22408,69273
sensor2,22408,69273
sensor3,22408,69273
sensor4,22408,69273
sensor5,22408,69273
sensor6,22408,69273
sensor7,22408,69273
sensor8,22408,69273
sensor9,22408,69273
sensor10,22408,69273
sensor1,87314,299413
sensor2,87314,299413
sensor3,87314,299413
sensor4,87314,299413
sensor5,87314,299413
sensor6,87314,299413
sensor7,87314,299413
sensor8,87314,299413
sensor9,87314,299413
sensor10,87314,299413
sensor1,174064,390272
sensor2,174064,390272
sensor3,174064,390272
sensor4,174064,390272
sensor5,174064,390272
sensor6,174064,390272
sensor7,174064,390272
sensor8,174064,390272
sensor9,174064,390272
sensor10,174064,390272
sensor1,147480,193132
sensor2,147480,193132
sensor3,147480,193132
sensor4,147480,193132
sensor5,147480,193132
sensor6,147480,193132
sensor7,147480,193132
sensor8,147480,193132
sensor9,147480,193132
sensor10,147480,193132
sensor1,37079,475364
sensor2,37079,475364
sensor3,37079,475364
sensor4,37079,475364
sensor5,37079,475364
sensor6,37079,475364
sensor7,37079,475364
sensor8,37079,475364
sensor9,37079,475364
sensor10,37079,475364
sensor1,233593,446213
sensor2,233593,446213
sensor3,233593,446213
sensor4,233593,446213
sensor5,233593,446213
sensor6,233593,446213
sensor7,233593,446213
sensor8,233593,446213
sensor9,233593,446213
sensor10,233593,446213
sensor1,165084,242486
sensor2,165084,242486
sensor3,165084,242486
sensor4,165084,242486
sensor5,165084,242486
sensor6,165084,242486
sensor7,165084,242486
sensor8,165084,242486
sensor9,165084,242486
sensor10,165084,242486
sensor1,75669,393515
sensor2,75669,393515
sensor3,75669,393515
sensor4,75669,393515
sensor5,75669,393515
sensor6,75669,393515
sensor7,75669,393515
sensor8,75669,393515
sensor9,75669,393515
sensor10,75669,393515
sensor1,51030,404246
sensor2,51030,404246
sensor3,51030,404246
sensor4,51030,404246
sensor5,51030,404246
sensor6,51030,404246
sensor7,51030,404246
sensor8,51030,404246
sensor9,51030,404246
sensor10,51030,404246
sensor1,166418,479269
sensor2,166418,479269
sensor3,166418,479269
sensor4,166418,479269
sensor5,166418,479269
sensor6,166418,479269
sensor7,166418,479269
sensor8,166418,479269
sensor9,166418,479269
sensor10,166418,479269
sensor1,186801,437134
sensor2,186801,437134
sensor3,186801,437134
sensor4,186801,437134
sensor5,186801,437134
sensor6,186801,437134
sensor7,186801,437134
sensor8,186801,437134
sensor9,186801,437134
sensor10,186801,437134
sensor1,285145,306718
sensor2,285145,306718
sensor3,285145,306718
sensor4,285145,306718
sensor5,285145,306718
sensor6,285145,306718
sensor7,285145,306718
sensor8,285145,306718
sensor9,285145,306718
sensor10,285145,306718
sensor1,355482,388561
sensor2,355482,388561
sensor3,355482,388561
sensor4,355482,388561
sensor5,355482,388561
sensor6,355482,388561
sensor7,355482,388561
sensor8,355482,388561
sensor9,355482,388561
sensor10,355482,388561
sensor1,127953,148801
sensor2,127953,148801
sensor3,127953,148801
sensor4,127953,148801
sensor5,127953,148801
sensor6,127953,148801
sensor7,127953,148801
sensor8,127953,148801
sensor9,127953,148801
sensor10,127953,148801
sensor1,33075,171464
sensor2,33075,171464
sensor3,33075,171464
sensor4,33075,171464
sensor5,33075,171464
sensor6,33075,171464
sensor7,33075,171464
sensor8,33075,171464
sensor9,33075,171464
sensor10,33075,171464
sensor1,322776,348133
sensor2,322776,348133
sensor3,322776,348133
sensor4,322776,348133
sensor5,322776,348133
sensor6,322776,348133
sensor7,322776,348133
sensor8,322776,348133
sensor9,322776,348133
sensor10,322776,348133
sensor1,31028,101803
sensor2,31028,101803
sensor3,31028,101803
sensor4,31028,101803
sensor5,31028,101803
sensor6,31028,101803
sensor7,31028,101803
sensor8,31028,101803
sensor9,31028,101803
sensor10,31028,101803
sensor1,91354,135277
sensor2,91354,135277
sensor3,91354,135277
sensor4,91354,135277
sensor5,91354,135277
sensor6,91354,135277
sensor7,91354,135277
sensor8,91354,135277
sensor9,91354,135277
sensor10,91354,135277
sensor1,155409,166064
sensor2,155409,166064
sensor3,155409,166064
sensor4,155409,166064
sensor5,155409,166064
sensor6,155409,166064
sensor7,155409,166064
sensor8,155409,166064
sensor9,155409,166064
sensor10,155409,166064
sensor1,83535,323961
sensor2,83535,323961
sensor3,83535,323961
sensor4,83535,323961
sensor5,83535,323961
sensor6,83535,323961
sensor7,83535,323961
sensor8,83535,323961
sensor9,83535,323961
sensor10,83535,323961
sensor1,15245,43665
sensor2,15245,43665
sensor3,15245,43665
sensor4,15245,43665
sensor5,15245,43665
sensor6,15245,43665
sensor7,15245,43665
sensor8,15245,43665
sensor9,15245,43665
sensor10,15245,43665
sensor1,299631,347255
sensor2,299631,347255
sensor3,299631,347255
sensor4,299631,347255
sensor5,299631,347255
sensor6,299631,347255
sensor7,299631,347255
sensor8,299631,347255
sensor9,299631,347255
sensor10,299631,347255
sensor1,44489,63581
sensor2,44489,63581
sensor3,44489,63581
sensor4,44489,63581
sensor5,44489,63581
sensor6,44489,63581
sensor7,44489,63581
sensor8,44489,63581
sensor9,44489,63581
sensor10,44489,63581
sensor1,295125,311580
sensor2,295125,311580
sensor3,295125,311580
sensor4,295125,311580
sensor5,295125,311580
sensor6,295125,311580
sensor7,295125,311580
sensor8,295125,311580
sensor9,295125,311580
sensor10,295125,311580
sensor1,474666,481124
sensor2,474666,481124
sensor3,474666,481124
sensor4,474666,481124
sensor5,474666,481124
sensor6,474666,481124
sensor7,474666,481124
sensor8,474666,481124
sensor9,474666,481124
sensor10,474666,481124
sensor1,186694,211030
sensor2,186694,211030
sensor3,186694,211030
sensor4,186694,211030
sensor5,186694,211030
sensor6,186694,211030
sensor7,186694,211030
sensor8,186694,211030
sensor9,186694,211030
sensor10,186694,211030
sensor1,54018,271631
sensor2,54018,271631
sensor3,54018,271631
sensor4,54018,271631
sensor5,54018,271631
sensor6,54018,271631
sensor7,54018,271631
sensor8,54018,271631
sensor9,54018,271631
sensor10,54018,271631
sensor1,71346,120785
sensor2,71346,120785
sensor3,71346,120785
sensor4,71346,120785
sensor5,71346,120785
sensor6,71346,120785
sensor7,71346,120785
sensor8,71346,120785
sensor9,71346,120785
sensor10,71346,120785
sensor1,49131,452651
sensor2,49131,452651
sensor3,49131,452651
sensor4,49131,452651
sensor5,49131,452651
sensor6,49131,452651
sensor7,49131,452651
sensor8,49131,452651
sensor9,49131,452651
sensor10,49131,452651
sensor1,297818,332360
sensor2,297818,332360
sensor3,297818,332360
sensor4,297818,332360
sensor5,297818,332360
sensor6,297818,332360
sensor7,297818,332360
sensor8,297818,332360
sensor9,297818,332360
sensor10,297818,332360
sensor1,201406,253932
sensor2,201406,253932
sensor3,201406,253932
sensor4,201406,253932
sensor5,201406,253932
sensor6,201406,253932
sensor7,201406,253932
sensor8,201406,253932
sensor9,201406,253932
sensor10,201406,253932
sensor1,148812,172607
sensor2,148812,172607
sensor3,148812,172607
sensor4,148812,172607
sensor5,148812,172607
sensor6,148812,172607
sensor7,148812,172607
sensor8,148812,172607
sensor9,148812,172607
sensor10,148812,172607
sensor1,28938,430946
sensor2,28938,430946
sensor3,28938,430946
sensor4,28938,430946
sensor5,28938,430946
sensor6,28938,430946
sensor7,28938,430946
sensor8,28938,430946
sensor9,28938,430946
sensor10,28938,430946
sensor1,80943,359439
sensor2,80943,359439
sensor3,80943,359439
sensor4,80943,359439
sensor5,80943,359439
sensor6,80943,359439
sensor7,80943,359439
sensor8,80943,359439
sensor9,80943,359439
sensor10,80943,359439
